"ID","FEMALE","ALC1","ALC2","ALC3","PEER1","PEER2","PEER3","i","alcuse","peer","time"
1,0,0.6931471824645996,0.28768211603164673,0.5108255743980408,0,0,0,1,0.6931471824645996,0,0
1,0,0.6931471824645996,0.28768211603164673,0.5108255743980408,0,0,0,2,0.28768211603164673,0,1
1,0,0.6931471824645996,0.28768211603164673,0.5108255743980408,0,0,0,3,0.5108255743980408,0,2
2,0,0,0,0,0,0,0,1,0,0,0
2,0,0,0,0,0,0,0,2,0,0,1
2,0,0,0,0,0,0,0,3,0,0,2
3,0,0,0,0,0,0,0,1,0,0,0
3,0,0,0,0,0,0,0,2,0,0,1
3,0,0,0,0,0,0,0,3,0,0,2
4,0,0,0.5108255743980408,0.5108255743980408,1.0986123085021973,1.7917594909667969,1.3862943649291992,1,0,1.0986123085021973,0
4,0,0,0.5108255743980408,0.5108255743980408,1.0986123085021973,1.7917594909667969,1.3862943649291992,2,0.5108255743980408,1.7917594909667969,1
4,0,0,0.5108255743980408,0.5108255743980408,1.0986123085021973,1.7917594909667969,1.3862943649291992,3,0.5108255743980408,1.3862943649291992,2
5,0,0.28768211603164673,0,0.8472978472709656,0,0,1.0986123085021973,1,0.28768211603164673,0,0
5,0,0.28768211603164673,0,0.8472978472709656,0,0,1.0986123085021973,2,0,0,1
6,0,0,0,0,0,0,0,1,0,0,0
6,0,0,0,0,0,0,0,2,0,0,1
6,0,0,0,0,0,0,0,3,0,0,2
7,0,0.28768211603164673,0.28768211603164673,0,0,1.0986123085021973,0,1,0.28768211603164673,0,0
7,0,0.28768211603164673,0.28768211603164673,0,0,1.0986123085021973,0,2,0.28768211603164673,1.0986123085021973,1
7,0,0.28768211603164673,0.28768211603164673,0,0,1.0986123085021973,0,3,0,0,2
8,0,0,0,0,0,0,0,1,0,0,0
8,0,0,0,0,0,0,0,2,0,0,1
8,0,0,0,0,0,0,0,3,0,0,2
9,0,0,0.5108255743980408,0,0,1.0986123085021973,0.6931471824645996,1,0,0,0
9,0,0,0.5108255743980408,0,0,1.0986123085021973,0.6931471824645996,2,0.5108255743980408,1.0986123085021973,1
9,0,0,0.5108255743980408,0,0,1.0986123085021973,0.6931471824645996,3,0,0.6931471824645996,2
10,0,0.5108255743980408,0.6931471824645996,1.2992830276489258,0,0.6931471824645996,0,1,0.5108255743980408,0,0
10,0,0.5108255743980408,0.6931471824645996,1.2992830276489258,0,0.6931471824645996,0,2,0.6931471824645996,0.6931471824645996,1
10,0,0.5108255743980408,0.6931471824645996,1.2992830276489258,0,0.6931471824645996,0,3,1.2992830276489258,0,2
11,0,0,0,0.28768211603164673,0,0,0,2,0,0,1
11,0,0,0,0.28768211603164673,0,0,0,3,0.28768211603164673,0,2
12,0,0,0,0,0,0,0,1,0,0,0
12,0,0,0,0,0,0,0,2,0,0,1
12,0,0,0,0,0,0,0,3,0,0,2
13,0,0,0,0,0,0,0,1,0,0,0
13,0,0,0,0,0,0,0,2,0,0,1
13,0,0,0,0,0,0,0,3,0,0,2
14,0,0,0,0.28768211603164673,1.7917594909667969,1.7917594909667969,1.0986123085021973,1,0,1.7917594909667969,0
14,0,0,0,0.28768211603164673,1.7917594909667969,1.7917594909667969,1.0986123085021973,2,0,1.7917594909667969,1
14,0,0,0,0.28768211603164673,1.7917594909667969,1.7917594909667969,1.0986123085021973,3,0.28768211603164673,1.0986123085021973,2
15,0,0.28768211603164673,1.0986123085021973,1.0986123085021973,0,0,0,1,0.28768211603164673,0,0
15,0,0.28768211603164673,1.0986123085021973,1.0986123085021973,0,0,0,2,1.0986123085021973,0,1
15,0,0.28768211603164673,1.0986123085021973,1.0986123085021973,0,0,0,3,1.0986123085021973,0,2
16,0,0,0.28768211603164673,0,0,0,0,1,0,0,0
16,0,0,0.28768211603164673,0,0,0,0,3,0,0,2
17,0,0.5108255743980408,0.6931471824645996,1.0986123085021973,0,0,0,1,0.5108255743980408,0,0
17,0,0.5108255743980408,0.6931471824645996,1.0986123085021973,0,0,0,2,0.6931471824645996,0,1
17,0,0.5108255743980408,0.6931471824645996,1.0986123085021973,0,0,0,3,1.0986123085021973,0,2
18,0,0,0.28768211603164673,0.6931471824645996,1.0986123085021973,0.6931471824645996,0.6931471824645996,1,0,1.0986123085021973,0
18,0,0,0.28768211603164673,0.6931471824645996,1.0986123085021973,0.6931471824645996,0.6931471824645996,2,0.28768211603164673,0.6931471824645996,1
18,0,0,0.28768211603164673,0.6931471824645996,1.0986123085021973,0.6931471824645996,0.6931471824645996,3,0.6931471824645996,0.6931471824645996,2
19,0,0.28768211603164673,0.28768211603164673,1.2992830276489258,0,0,1.6094379425048828,1,0.28768211603164673,0,0
19,0,0.28768211603164673,0.28768211603164673,1.2992830276489258,0,0,1.6094379425048828,2,0.28768211603164673,0,1
19,0,0.28768211603164673,0.28768211603164673,1.2992830276489258,0,0,1.6094379425048828,3,1.2992830276489258,1.6094379425048828,2
20,0,0,0,0,0,0,1.0986123085021973,1,0,0,0
20,0,0,0,0,0,0,1.0986123085021973,2,0,0,1
20,0,0,0,0,0,0,1.0986123085021973,3,0,1.0986123085021973,2
21,0,0.6931471824645996,0,0.28768211603164673,0,1.6094379425048828,1.6094379425048828,1,0.6931471824645996,0,0
21,0,0.6931471824645996,0,0.28768211603164673,0,1.6094379425048828,1.6094379425048828,2,0,1.6094379425048828,1
22,0,0,0,0,0,0,0,1,0,0,0
22,0,0,0,0,0,0,0,2,0,0,1
22,0,0,0,0,0,0,0,3,0,0,2
23,0,1.6094379425048828,1.7917594909667969,0,1.6094379425048828,1.7917594909667969,1.0986123085021973,1,1.6094379425048828,1.6094379425048828,0
23,0,1.6094379425048828,1.7917594909667969,0,1.6094379425048828,1.7917594909667969,1.0986123085021973,2,1.7917594909667969,1.7917594909667969,1
23,0,1.6094379425048828,1.7917594909667969,0,1.6094379425048828,1.7917594909667969,1.0986123085021973,3,0,1.0986123085021973,2
24,0,0.8472978472709656,0.8472978472709656,0.9808292984962463,1.3862943649291992,1.7917594909667969,0,1,0.8472978472709656,1.3862943649291992,0
24,0,0.8472978472709656,0.8472978472709656,0.9808292984962463,1.3862943649291992,1.7917594909667969,0,2,0.8472978472709656,1.7917594909667969,1
24,0,0.8472978472709656,0.8472978472709656,0.9808292984962463,1.3862943649291992,1.7917594909667969,0,3,0.9808292984962463,0,2
25,0,0.5108255743980408,1.5404449701309204,0,0,1.0986123085021973,0,1,0.5108255743980408,0,0
25,0,0.5108255743980408,1.5404449701309204,0,0,1.0986123085021973,0,2,1.5404449701309204,1.0986123085021973,1
25,0,0.5108255743980408,1.5404449701309204,0,0,1.0986123085021973,0,3,0,0,2
26,0,1.2039728164672852,0.6931471824645996,0.6931471824645996,0.6931471824645996,0,1.7917594909667969,1,1.2039728164672852,0.6931471824645996,0
26,0,1.2039728164672852,0.6931471824645996,0.6931471824645996,0.6931471824645996,0,1.7917594909667969,2,0.6931471824645996,0,1
26,0,1.2039728164672852,0.6931471824645996,0.6931471824645996,0.6931471824645996,0,1.7917594909667969,3,0.6931471824645996,1.7917594909667969,2
27,0,0,0.28768211603164673,0.28768211603164673,0,1.3862943649291992,1.0986123085021973,2,0.28768211603164673,1.3862943649291992,1
27,0,0,0.28768211603164673,0.28768211603164673,0,1.3862943649291992,1.0986123085021973,3,0.28768211603164673,1.0986123085021973,2
28,0,0.28768211603164673,0.5108255743980408,0.5108255743980408,1.0986123085021973,0,0,1,0.28768211603164673,1.0986123085021973,0
28,0,0.28768211603164673,0.5108255743980408,0.5108255743980408,1.0986123085021973,0,0,2,0.5108255743980408,0,1
28,0,0.28768211603164673,0.5108255743980408,0.5108255743980408,1.0986123085021973,0,0,3,0.5108255743980408,0,2
29,0,0,0.28768211603164673,0.9808292984962463,0,0.6931471824645996,0,1,0,0,0
29,0,0,0.28768211603164673,0.9808292984962463,0,0.6931471824645996,0,2,0.28768211603164673,0.6931471824645996,1
29,0,0,0.28768211603164673,0.9808292984962463,0,0.6931471824645996,0,3,0.9808292984962463,0,2
30,0,0.6931471824645996,0.28768211603164673,0.6931471824645996,0,0,0,1,0.6931471824645996,0,0
30,0,0.6931471824645996,0.28768211603164673,0.6931471824645996,0,0,0,2,0.28768211603164673,0,1
30,0,0.6931471824645996,0.28768211603164673,0.6931471824645996,0,0,0,3,0.6931471824645996,0,2
31,0,0.9808292984962463,0.9808292984962463,0.28768211603164673,0,1.7917594909667969,0.6931471824645996,1,0.9808292984962463,0,0
31,0,0.9808292984962463,0.9808292984962463,0.28768211603164673,0,1.7917594909667969,0.6931471824645996,2,0.9808292984962463,1.7917594909667969,1
31,0,0.9808292984962463,0.9808292984962463,0.28768211603164673,0,1.7917594909667969,0.6931471824645996,3,0.28768211603164673,0.6931471824645996,2
32,0,0.5108255743980408,0.5108255743980408,0.8472978472709656,0,1.3862943649291992,1.0986123085021973,1,0.5108255743980408,0,0
32,0,0.5108255743980408,0.5108255743980408,0.8472978472709656,0,1.3862943649291992,1.0986123085021973,3,0.8472978472709656,1.0986123085021973,2
33,0,0,0,0,0,0,0,1,0,0,0
33,0,0,0,0,0,0,0,2,0,0,1
33,0,0,0,0,0,0,0,3,0,0,2
34,0,0,0,0,0,0,0,1,0,0,0
34,0,0,0,0,0,0,0,2,0,0,1
34,0,0,0,0,0,0,0,3,0,0,2
35,0,1.2992830276489258,1.3862943649291992,1.2039728164672852,0,1.6094379425048828,1.3862943649291992,1,1.2992830276489258,0,0
